user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-C,Team_CPB-I-median,Team_CPB-O-median,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,Leader_CPB-I,Leader_CPB-O
QJF3038,11.0,36.0,14.0,23.0,25.0,-14.5926,-18.82814,11,9,-16.456,-18.0184,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-12.0168,
DTW1276,16.0,36.0,27.0,21.0,32.0,-14.5611914894,-19.5316255319,20,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-18.904,
KAH2398,41.0,40.0,36.0,25.0,19.0,-14.5774237288,-20.3804271186,26,30,-14.52,-21.588,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.812,-18.3068,
LPC2011,46.0,28.0,21.0,43.0,28.0,-14.8171929825,-21.8884561404,18,26,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
EWA1486,38.0,50.0,20.0,21.0,24.0,-15.2702,-19.87978,19,21,-14.52,-21.588,-15.0351142857,-20.0305742857,-16.456,-20.6184,-10.164,-12.4596,
HSH0292,18.0,24.0,19.0,26.0,26.0,0,0,0,0,0,0,-15.7991428571,-19.0809428571,-17.908,-18.4612,-20.812,-17.7868,
PCM0609,37.0,39.0,10.0,34.0,38.0,-15.7720869565,-18.7707043478,27,19,-16.698,-17.3122,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-15.3548,
CKB0169,42.0,17.0,37.0,28.0,17.0,-14.4882622951,-19.0294688525,35,32,-14.52,-16.908,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
SJW3131,35.0,12.0,44.0,20.0,21.0,-15.587,-20.2588454545,22,19,-17.424,-20.6536,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.228,-12.3892,
EKC3706,43.0,47.0,13.0,41.0,31.0,-15.2501016949,-20.4886169492,25,28,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
VCV1353,45.0,41.0,22.0,40.0,31.0,-15.51,-19.2308181818,24,18,-16.214,-17.6846,-14.9578338462,-19.7247212308,-15.972,-19.9508,-16.456,-23.2184,
HJW2646,33.0,36.0,20.0,43.0,30.0,-15.1976,-18.8913066667,34,29,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-23.148,
BQV1308,36.0,45.0,21.0,41.0,33.0,-14.3586666667,-18.4448,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
LFR0075,39.0,25.0,37.0,25.0,32.0,-15.9193913043,-18.9173652174,26,18,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-21.296,-28.3344,
CAO3117,15.0,21.0,31.0,19.0,32.0,-15.9798064516,-19.626083871,38,22,-17.666,-17.8674,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-24.6944,
IMP0960,17.0,30.0,17.0,19.0,26.0,-16.0786440678,-19.9480677966,27,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-8.228,-20.1892,
DEN0236,47.0,41.0,29.0,22.0,35.0,-15.3696888889,-20.5297866667,22,19,-16.94,-21.806,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
HHK0652,45.0,46.0,32.0,18.0,37.0,-14.2581639344,-19.0445442623,35,33,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-17.0692,
DNH0308,28.0,13.0,13.0,46.0,27.0,-15.2621333333,-20.4796533333,27,24,-16.698,-21.7322,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
FHA3387,38.0,24.0,18.0,18.0,31.0,-15.2665084746,-19.5946372881,32,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
MTC0855,21.0,35.0,14.0,41.0,24.0,-15.0846666667,-20.4688666667,27,25,-16.456,-21.6584,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
FMN0013,30.0,38.0,39.0,25.0,35.0,0,0,0,0,0,0,0,0,0,0,-9.68,-9.712,
DRB0202,42.0,18.0,33.0,35.0,29.0,-15.1792413793,-20.0586965517,25,29,-15.246,-20.2494,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
DMW2128,42.0,39.0,24.0,40.0,36.0,-15.2538064516,-18.9685548387,36,28,-16.456,-18.2784,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-29.22,
OKF2007,38.0,40.0,26.0,27.0,30.0,-15.246,-19.0752064516,35,28,-16.456,-18.2784,-14.9218758837,-19.382605813,-15.972,-18.9108,-12.1,-16.69,
TAW2664,44.0,43.0,46.0,19.0,37.0,-14.9717333333,-19.8884266667,22,18,-16.456,-21.1384,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.712,-20.8568,
CAM1323,42.0,40.0,15.0,18.0,29.0,-14.399,-18.6564333333,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
JCR1536,43.0,41.0,34.0,37.0,36.0,-15.3791,-19.70499,20,21,-14.52,-18.988,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-10.752,
HDL2297,23.0,37.0,38.0,11.0,20.0,-15.6070163934,-19.788347541,34,23,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-20.812,-27.1468,
SCG2695,45.0,44.0,12.0,20.0,32.0,-14.069,-17.4913727273,29,24,-13.794,-16.1666,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.144,
SKB3336,45.0,41.0,20.0,21.0,27.0,-14.1039298246,-19.7460280702,29,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
CTP2225,36.0,11.0,43.0,14.0,25.0,-14.9152666667,-20.7638733333,27,32,-14.762,-21.9218,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
MBC0803,37.0,48.0,46.0,35.0,30.0,-13.9267096774,-19.1928774194,18,16,-13.068,-17.5052,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.6072,
CHB1062,43.0,23.0,16.0,21.0,30.0,-17.5258947368,-19.0836210526,11,6,-19.844,-18.0116,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
NBT3447,50.0,46.0,40.0,24.0,34.0,-15.0860338983,-19.4867186441,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
TGW2782,36.0,43.0,21.0,37.0,30.0,-15.3549,-18.42361,23,18,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
TEC3006,34.0,40.0,42.0,14.0,21.0,-14.7781333333,-19.0898311111,25,23,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
TWH1178,47.0,41.0,20.0,42.0,34.0,-14.3909333333,-18.4459733333,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-14.1536,
SGV2780,19.0,22.0,22.0,42.0,23.0,-15.609,-18.4361,23,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
TAN2642,24.0,21.0,46.0,32.0,39.0,-15.1523225806,-18.1408322581,39,28,-16.94,-17.386,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
CGB3928,24.0,20.0,22.0,21.0,31.0,-14.1181886792,-19.7877283019,24,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
MBH3427,31.0,33.0,39.0,43.0,33.0,-15.2056666667,-21.4157666667,22,25,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
WNR0661,36.0,19.0,13.0,14.0,23.0,-15.004,-18.8467111111,26,19,-16.94,-18.166,-14.9218758837,-19.382605813,-15.972,-18.9108,-11.616,-21.2224,
LMA3676,40.0,32.0,24.0,38.0,30.0,-15.6532682927,-20.8048195122,18,16,-17.424,-22.4736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-26.7812,
ESS3318,36.0,22.0,40.0,19.0,28.0,-15.4638,-19.84782,18,16,-16.698,-21.9922,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
LFC2015,23.0,49.0,40.0,34.0,19.0,-14.638877193,-21.9161824561,18,27,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
JVS2308,30.0,46.0,19.0,14.0,32.0,-15.5356065574,-19.7409967213,34,23,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-20.812,-27.1468,
DRM2927,38.0,21.0,39.0,14.0,18.0,-13.9472666667,-20.5640066667,24,31,-13.552,-22.5928,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.78,-18.082,
GKG3414,40.0,38.0,23.0,40.0,21.0,-15.1653333333,-21.4294666667,22,25,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
NMM1844,18.0,18.0,27.0,22.0,24.0,-15.9822978723,-19.7216,26,16,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-20.9068,
AFB0904,39.0,37.0,40.0,34.0,34.0,-15.0685333333,-20.5246133333,27,25,-16.456,-21.6584,-15.0351142857,-20.0305742857,-16.456,-20.6184,-8.228,-11.8692,
FGN0375,43.0,10.0,37.0,30.0,26.0,-16.2427118644,-19.9011525424,28,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
ESH2077,38.0,31.0,36.0,35.0,28.0,-14.6229787234,-19.6500425532,26,26,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-25.2916,
THM1021,20.0,42.0,34.0,23.0,29.0,-14.2574915254,-20.0272677966,28,29,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
TGC1489,37.0,41.0,36.0,13.0,39.0,-15.3791,-20.01699,19,21,-14.52,-21.588,-15.0351142857,-20.0305742857,-16.456,-20.6184,-10.164,-12.4596,
XKR2059,46.0,41.0,43.0,30.0,35.0,-15.6278222222,-19.8920622222,20,19,-16.94,-20.766,-15.1798119658,-19.8936598291,-16.456,-20.6184,-24.2,-22.98,
BAO2928,38.0,15.0,13.0,46.0,31.0,-13.9956666667,-20.3014333333,25,31,-13.552,-22.3328,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.78,-18.082,
MJH3822,39.0,21.0,47.0,40.0,31.0,-14.5358688525,-19.3252983607,29,31,-15.004,-20.1756,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
JAW0551,46.0,46.0,39.0,13.0,31.0,-14.7458666667,-18.8719911111,25,22,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-26.4996,
JLM3847,18.0,18.0,44.0,14.0,29.0,-10.769,-15.5041,3,3,-8.228,-13.6892,-14.9255135135,-18.5635567568,-16.456,-18.0184,-10.164,-16.0996,
SCH1013,16.0,43.0,17.0,44.0,31.0,-16.0772173913,-18.7281043478,26,16,-18.15,-18.015,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
JBD3707,40.0,47.0,41.0,36.0,33.0,-15.2501016949,-20.5326847458,25,28,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
SDW0370,30.0,30.0,22.0,41.0,26.0,0,0,0,0,0,0,-14.8882043011,-19.4707172043,-16.456,-19.0584,-15.488,-15.6432,
PCA3344,32.0,22.0,20.0,37.0,28.0,-14.2652631579,-19.6492631579,30,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
HTC1750,41.0,25.0,19.0,30.0,27.0,-15.4534285714,-17.5640857143,10,6,-16.94,-16.086,-15.3290048309,-19.4859207729,-16.94,-19.206,-23.232,-19.5648,
CLG3616,40.0,30.0,37.0,42.0,26.0,-15.6768780488,-20.7612878049,18,15,-17.424,-22.4736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-24.624,
RCH3740,39.0,10.0,38.0,35.0,18.0,-15.8994,-20.8733266667,27,22,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
WNR0091,28.0,12.0,40.0,13.0,38.0,0,0,0,0,0,0,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-23.8292,
JMG3365,45.0,25.0,47.0,19.0,32.0,-15.2702,-21.6434466667,21,24,-15.972,-24.3708,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-14.3012,
FQG2974,43.0,39.0,21.0,11.0,28.0,-13.8020666667,-20.5457266667,24,32,-12.342,-22.2238,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
IMM3253,38.0,31.0,27.0,20.0,20.0,-15.3549,-19.80161,18,16,-16.698,-21.9922,-15.0351142857,-20.0305742857,-16.456,-20.6184,-10.164,-11.4196,
TAH0933,42.0,22.0,50.0,21.0,20.0,-15.3293114754,-18.7148065574,37,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-8.712,-10.4568,
ITK2781,23.0,36.0,21.0,25.0,32.0,-15.4396,-18.60544,22,18,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
IOR0152,35.0,33.0,22.0,20.0,36.0,-15.8352173913,-18.9482173913,26,19,-17.182,-17.7198,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-15.3548,
VTK2978,46.0,42.0,34.0,44.0,22.0,-13.7778666667,-20.2523466667,25,32,-12.342,-21.9638,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
KAC2449,12.0,12.0,10.0,25.0,31.0,-15.3051555556,-19.9207733333,22,17,-16.94,-21.286,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
JUH3378,41.0,39.0,29.0,21.0,27.0,-15.1572666667,-21.5916733333,21,25,-15.972,-24.3708,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-14.3012,
KKD1980,41.0,41.0,39.0,44.0,30.0,-15.2381935484,-19.0728258065,18,13,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-29.8944,
DRJ0794,41.0,35.0,18.0,50.0,38.0,-14.8641777778,-18.4805155556,26,22,-15.488,-15.6432,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-19.894,
JXP3801,36.0,20.0,43.0,15.0,28.0,-14.5438032787,-19.5408327869,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
KVD2453,48.0,48.0,39.0,23.0,22.0,-14.9179555556,-19.8258044444,22,18,-16.456,-21.1384,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
KSV2881,23.0,34.0,48.0,20.0,33.0,-16.505220339,-20.4659525424,29,21,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
VQS3246,35.0,15.0,17.0,25.0,32.0,-16.0266451613,-19.5900451613,38,22,-17.666,-17.6074,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
XCG2316,39.0,21.0,50.0,22.0,27.0,-14.6732666667,-19.0694066667,35,30,-15.73,-17.017,-15.4025108696,-20.250498913,-16.94,-20.766,-10.164,-16.6196,
JAS0353,36.0,46.0,43.0,21.0,18.0,0,0,0,0,0,0,-15.4396,-19.84044,-16.94,-20.246,-19.36,-26.184,
USD0600,41.0,17.0,18.0,38.0,30.0,-14.4884347826,-19.8488086957,22,25,-14.52,-20.808,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
FCS2824,39.0,30.0,45.0,36.0,34.0,-15.5122,-18.48458,23,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-4.84,-14.476,
QCD0386,36.0,32.0,34.0,17.0,38.0,0,0,0,0,0,0,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
FMS3285,40.0,15.0,39.0,27.0,20.0,-14.3247017544,-19.7586175439,29,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
NRN1312,47.0,38.0,35.0,20.0,27.0,-14.4151333333,-18.64402,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-28.6364,
UIM2818,17.0,38.0,18.0,25.0,33.0,-14.5938305085,-20.3854305085,26,30,-14.52,-21.588,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-18.904,
BBH1056,37.0,11.0,42.0,14.0,23.0,-17.8315789474,-19.3684210526,11,6,-19.844,-18.0116,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
KTC0474,23.0,37.0,44.0,10.0,41.0,-14.278,-20.1011565217,21,26,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
ERO2454,37.0,25.0,33.0,19.0,28.0,-15.1653333333,-19.9474666667,22,17,-16.94,-21.286,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
TKC0514,23.0,19.0,47.0,23.0,20.0,-14.7136,-19.7403733333,21,21,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-16.94,-15.566,
NAR1527,39.0,17.0,37.0,24.0,37.0,-16.0952,-20.1869163636,29,20,-17.424,-19.8736,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
JHP1799,26.0,37.0,33.0,46.0,39.0,-14.756372093,-21.0433395349,16,18,-16.456,-22.6984,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-25.2348,
WLC0115,43.0,13.0,30.0,24.0,33.0,-14.4731612903,-19.5440387097,17,15,-16.94,-19.726,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-12.3892,
BNS3233,39.0,38.0,28.0,21.0,19.0,-15.8470967742,-19.5688387097,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
SCM0778,23.0,45.0,34.0,19.0,30.0,-14.2660983607,-19.0384393443,35,33,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-10.0844,
NEC2446,10.0,19.0,28.0,37.0,30.0,-15.2298666667,-19.7591466667,23,17,-16.94,-20.246,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
ZLB1878,16.0,38.0,50.0,17.0,24.0,-15.2616129032,-19.1638387097,35,28,-16.456,-18.7984,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-12.8116,
HMA1258,45.0,44.0,47.0,23.0,33.0,-15.088173913,-19.7038782609,21,23,-15.246,-21.2894,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.196,-10.0844,
SUG0718,21.0,21.0,15.0,47.0,32.0,-14.4463478261,-19.7342347826,22,25,-14.52,-20.808,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-26.402,
WDL0140,17.0,27.0,38.0,17.0,31.0,-14.3832173913,-20.0541130435,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
SBT2585,42.0,24.0,35.0,38.0,25.0,-14.289,-17.3457363636,30,23,-14.762,-15.9418,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.392,-17.5688,
GKB1150,41.0,25.0,17.0,23.0,36.0,-16.2666086957,-19.0232521739,25,15,-18.392,-18.6088,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-17.26,
APM0190,41.0,15.0,34.0,22.0,29.0,-14.4419354839,-19.5680645161,17,15,-16.94,-19.726,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.392,-23.8088,
JLR3930,21.0,19.0,48.0,38.0,33.0,-14.1273207547,-19.6237207547,25,26,-15.488,-21.3632,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
FAJ3608,37.0,18.0,34.0,34.0,28.0,-13.8145084746,-18.4996338983,35,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
GMB3703,39.0,22.0,33.0,37.0,24.0,-15.4551864407,-20.5864135593,25,27,-17.908,-23.6612,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
MMR0700,36.0,38.0,30.0,20.0,24.0,-15.0123448276,-20.1422827586,24,30,-15.004,-20.6956,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
IAR1895,19.0,18.0,40.0,46.0,26.0,-14.9021052632,-21.8869824561,18,26,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-26.6472,
ORJ1401,42.0,38.0,19.0,22.0,25.0,-15.1513043478,-19.7344347826,21,23,-15.246,-21.2894,-15.1798119658,-19.8936598291,-16.456,-20.6184,-20.812,-25.0668,
WAL0050,34.0,41.0,18.0,33.0,25.0,-15.3351578947,-20.3039578947,9,8,-16.94,-21.806,-15.3290048309,-19.4859207729,-16.94,-19.206,-18.392,-24.8488,
KMR0373,44.0,21.0,40.0,25.0,37.0,0,0,0,0,0,0,-16.6375,-21.45375,-18.15,-22.695,-15.004,-26.9356,
KDR3234,19.0,23.0,48.0,43.0,35.0,-15.9641935484,-19.4200322581,39,22,-17.666,-17.6074,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
DSF2557,44.0,42.0,39.0,40.0,30.0,-14.9824888889,-19.64904,23,18,-16.456,-20.0984,-14.9578338462,-19.7247212308,-15.972,-19.9508,-7.744,-13.2816,
MKW0157,20.0,19.0,43.0,22.0,25.0,-15.6063111111,-20.6019466667,22,18,-17.424,-21.9536,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-11.272,
SAB3860,25.0,22.0,42.0,34.0,33.0,-16.2485714286,-20.5551428571,7,5,-19.118,-21.1702,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.068,-25.3052,
VLM3572,39.0,40.0,14.0,24.0,39.0,-13.6340338983,-18.5327322034,34,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-18.2568,
CJC2371,47.0,39.0,30.0,45.0,36.0,-15.591147541,-19.4936721311,35,23,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-7.26,-12.094,
FKH0804,39.0,27.0,23.0,38.0,22.0,-14.2545806452,-19.2425419355,18,15,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.6072,
SEM1862,37.0,25.0,40.0,24.0,37.0,-15.488,-19.4844903226,17,12,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-19.2764,
MGG0080,21.0,21.0,10.0,22.0,25.0,-15.5848,-20.5953866667,22,18,-17.424,-21.9536,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-12.4664,
AJS3899,24.0,22.0,36.0,25.0,34.0,-14.1389787234,-19.9339319149,24,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
RMN1355,39.0,34.0,15.0,36.0,26.0,-15.587,-19.3015727273,24,18,-16.214,-17.6846,-14.9578338462,-19.7247212308,-15.972,-19.9508,-16.456,-23.2184,
JCW1332,46.0,40.0,41.0,34.0,25.0,-14.3723389831,-19.1809355932,32,28,-16.456,-18.5384,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.744,-12.7616,
TPS1568,24.0,42.0,39.0,34.0,33.0,-15.8752,-20.02528,30,21,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-21.296,-24.6944,
ERG3905,12.0,23.0,38.0,21.0,24.0,-14.1286808511,-19.9750468085,24,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
PPP1295,23.0,43.0,44.0,19.0,23.0,-13.9110967742,-19.1545677419,17,16,-15.004,-18.6156,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-26.5564,
ZKR1397,45.0,30.0,37.0,42.0,29.0,-15.2354782609,-19.5340173913,22,22,-15.73,-21.177,-15.1798119658,-19.8936598291,-16.456,-20.6184,-20.812,-25.0668,
PMG0284,49.0,43.0,18.0,22.0,27.0,0,0,0,0,0,0,-15.7991428571,-19.0809428571,-17.908,-18.4612,-8.228,-16.0292,
CET3786,42.0,30.0,20.0,47.0,25.0,-15.7380666667,-20.7201266667,27,22,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-13.2612,
HMC0592,13.0,17.0,17.0,17.0,32.0,-14.4884347826,-20.0862,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
GBC0907,40.0,36.0,17.0,36.0,31.0,-16.0294237288,-19.7832271186,28,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
VWV1249,16.0,40.0,14.0,16.0,26.0,-15.1302608696,-19.7958434783,21,23,-15.246,-21.2894,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.196,-10.0844,
FSP0703,46.0,41.0,16.0,19.0,27.0,-14.9873103448,-20.1436137931,24,30,-15.004,-20.6956,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
LLB3769,39.0,20.0,42.0,46.0,26.0,-14.5438032787,-19.2765704918,29,31,-15.004,-20.1756,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-21.3564,
DDG1703,13.0,38.0,25.0,34.0,26.0,-14.8871724138,-19.2523862069,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
KLH0276,21.0,39.0,21.0,14.0,34.0,-15.8187333333,-20.9787266667,26,22,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-22.8392,
WLR0707,14.0,24.0,39.0,19.0,35.0,-15.1291724138,-20.1868758621,24,29,-15.246,-20.7694,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
AAS0144,43.0,31.0,21.0,13.0,23.0,-14.3411304348,-20.0864956522,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
AHD2457,16.0,24.0,24.0,19.0,27.0,-15.1760888889,-19.9507466667,22,17,-16.94,-21.286,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
NBF3844,37.0,10.0,43.0,40.0,39.0,-11.737,-12.4193,4,3,-9.438,-11.1982,-14.9255135135,-18.5635567568,-16.456,-18.0184,-10.164,-16.0996,
SCC1896,39.0,16.0,36.0,44.0,37.0,-14.9190877193,-21.9104070175,18,26,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-26.6472,
BJS0744,38.0,47.0,18.0,35.0,27.0,-15.3051555556,-20.3598844444,23,19,-16.94,-19.726,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
WBH1861,14.0,35.0,27.0,23.0,28.0,-15.3318709677,-19.4536516129,17,13,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-19.2764,
